t,E_tot,E_x,E_y,proj_bx
1.00000000e-02,4.30080000e-12,4.30079994e-12,5.41900797e-20,2.45404277e-12
2.00000000e-02,4.30080000e-12,4.30079978e-12,2.16760315e-19,4.90803030e-12
3.00000000e-02,4.30080000e-12,4.30079951e-12,4.87710693e-19,7.36195898e-12
4.00000000e-02,4.30080000e-12,4.30079913e-12,8.67041197e-19,9.81582553e-12
5.00000000e-02,4.30080000e-12,4.30079864e-12,1.35475180e-18,1.22696266e-11
6.00000000e-02,4.30080000e-12,4.30079805e-12,1.95084246e-18,1.47233590e-11
7.00000000e-02,4.30080000e-12,4.30079734e-12,2.65531314e-18,1.71770193e-11
8.00000000e-02,4.30080000e-12,4.30079653e-12,3.46816379e-18,1.96306040e-11
9.00000000e-02,4.30080000e-12,4.30079561e-12,4.38939435e-18,2.20841099e-11
1.00000000e-01,4.30080000e-12,4.30079458e-12,5.41900475e-18,2.45375336e-11
1.10000000e-01,4.30080000e-12,4.30079344e-12,6.55699493e-18,2.69908716e-11
1.20000000e-01,4.30080000e-12,4.30079220e-12,7.80336479e-18,2.94441206e-11
1.30000000e-01,4.30080000e-12,4.30079084e-12,9.15811426e-18,3.18972773e-11
1.40000000e-01,4.30080000e-12,4.30078938e-12,1.06212432e-17,3.43503382e-11
1.50000000e-01,4.30080000e-12,4.30078781e-12,1.21927516e-17,3.68033002e-11
1.60000000e-01,4.30080001e-12,4.30078613e-12,1.38726392e-17,3.92561600e-11
