t,E_tot,E_x,E_y,proj_bx,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,Tau_vx,Tau_vy,Tau_bx,Tau_by
8.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.03712642e-09,9.75210783e-15,-2.04794264e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.64954230e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.06167011e-09,9.86960307e-15,-2.07261664e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.68432558e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.08621380e-09,9.98709831e-15,-2.09729065e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.72795493e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.11075749e-09,1.01045936e-14,-2.12196465e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.76547177e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.13530118e-09,1.02220888e-14,-2.14663865e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.81639699e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.15984487e-09,1.03395840e-14,-2.17131265e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.86348560e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.18438856e-09,1.04570793e-14,-2.19598665e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.92261849e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.20893225e-09,1.05745745e-14,-2.22066065e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.96788176e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.10000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.23347594e-09,1.06920697e-14,-2.24533465e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-2.01744295e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.20000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.25801963e-09,1.08095650e-14,-2.27000864e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.06817495e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.30000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.28256332e-09,1.09270602e-14,-2.29468264e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-2.12685566e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.40000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.30710701e-09,1.10445554e-14,-2.31935664e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.17530636e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.50000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.33165070e-09,1.11620507e-14,-2.34403064e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-2.24265075e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.60000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.35619439e-09,1.12795459e-14,-2.36870464e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.30523187e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.70000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.38073808e-09,1.13970411e-14,-2.39337864e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-2.37759291e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.80000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.40528176e-09,1.15145364e-14,-2.41805263e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.42467206e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.90000000e-02,4.30080000e-08,4.30080000e-08,0.00000000e+00,2.42982545e-09,1.16320316e-14,-2.44272663e-13,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-2.48563804e-25,0.00000000e+00,0.00000000e+00,0.00000000e+00
